DateTime,Precipitation (mm.),RH (%),Wind (km h-1),Light (W m-2),Photon (umol m-2 s-1),Temperature (C)
2021-05-01T00:00:00Z,0,66.6,0,2.499,11.420,27.3
2021-05-01T00:05:00Z,0,66.7,0,2.499,11.420,27.3
2021-05-01T00:10:00Z,0,66.7,0,2.499,11.420,27.3
2021-05-01T00:15:00Z,0,66.7,0,2.499,11.420,27.3
2021-05-01T00:20:00Z,0,66.7,0,2.499,11.420,27.2
2021-05-01T00:25:00Z,0,66.8,0,2.499,11.420,27.2
2021-05-01T00:30:00Z,0,66.8,0,2.499,11.420,27.2
2021-05-01T00:35:00Z,0,66.8,0,2.499,11.420,27.3
2021-05-01T00:40:00Z,0,66.9,0,2.499,11.420,27.2
2021-05-01T00:45:00Z,0,66.9,0,2.499,11.420,27.3
2021-05-01T00:50:00Z,0,67,0,2.499,11.420,27.3
2021-05-01T00:55:00Z,0,67,0,2.499,11.420,27.3
2021-05-01T01:00:00Z,0,67.1,0,2.499,11.420,27.2
2021-05-01T01:05:00Z,0,67.1,0,2.499,11.420,27.3
2021-05-01T01:10:00Z,0,67.1,0,2.499,11.420,27.3
2021-05-01T01:15:00Z,0,67.2,0,2.499,11.420,27.2
2021-05-01T01:20:00Z,0,67.2,0,2.499,11.420,27.3
2021-05-01T01:25:00Z,0,67.2,0,2.499,11.420,27.3
2021-05-01T01:30:00Z,0,67.2,0,2.499,11.420,27.3
2021-05-01T01:35:00Z,0,67.3,0,2.499,11.420,27.3
2021-05-01T01:40:00Z,0,67.3,0,2.499,11.420,27.3
2021-05-01T01:45:00Z,0,67.3,0,2.499,11.420,27.3
2021-05-01T01:50:00Z,0,67.4,0,2.499,11.420,27.3
2021-05-01T01:55:00Z,0,67.4,0,2.499,11.420,27.3
2021-05-01T02:00:00Z,0,67.4,0,2.499,11.420,27.2
2021-05-01T02:05:00Z,0,67.5,0,2.499,11.420,27.3
2021-05-01T02:10:00Z,0,67.5,0,2.499,11.420,27.3
2021-05-01T02:15:00Z,0,67.5,0,2.499,11.420,27.2
2021-05-01T02:20:00Z,0,67.6,0,2.499,11.420,27.3
2021-05-01T02:25:00Z,0,67.6,0,2.499,11.420,27.2
2021-05-01T02:30:00Z,0,67.7,0,2.499,11.420,27.2
2021-05-01T02:35:00Z,0,67.7,0,2.499,11.420,27.3
2021-05-01T02:40:00Z,0,67.7,0,2.499,11.420,27.3
2021-05-01T02:45:00Z,0,67.7,0,2.499,11.420,27.3
2021-05-01T02:50:00Z,0,67.8,0,2.499,11.420,27.3
2021-05-01T02:55:00Z,0,67.8,0,2.499,11.420,27.2
2021-05-01T03:00:00Z,0,67.9,0,2.499,11.420,27.2
2021-05-01T03:05:00Z,0,67.9,0,2.499,11.420,27.2
2021-05-01T03:10:00Z,0,68,0,2.499,11.420,27.3
2021-05-01T03:15:00Z,0,68,0,2.499,11.420,27.3
2021-05-01T03:20:00Z,0,68.1,0,2.499,11.420,27.3
2021-05-01T03:25:00Z,0,68.1,0,2.499,11.420,27.3
2021-05-01T03:30:00Z,0,68.2,0,2.499,11.420,27.3
2021-05-01T03:35:00Z,0,68.2,0,2.499,11.420,27.3
2021-05-01T03:40:00Z,0,68.3,0,2.499,11.420,27.3
2021-05-01T03:45:00Z,0,68.3,0,2.499,11.420,27.3
2021-05-01T03:50:00Z,0,68.3,0,2.499,11.420,27.3
2021-05-01T03:55:00Z,0,68.3,0,2.499,11.420,27.3
2021-05-01T04:00:00Z,0,68.3,0,2.499,11.420,27.3
2021-05-01T04:05:00Z,0,68.3,0,2.499,11.420,27.3
2021-05-01T04:10:00Z,0,68.4,0,2.499,11.420,27.3
2021-05-01T04:15:00Z,0,68.4,0,2.499,11.420,27.3
2021-05-01T04:20:00Z,0,68.6,0,2.499,11.420,27.3
2021-05-01T04:25:00Z,0,68.7,0,2.499,11.420,27.3
2021-05-01T04:30:00Z,0,68.7,0,2.499,11.420,27.3
2021-05-01T04:35:00Z,0,68.7,0,2.499,11.420,27.3
2021-05-01T04:40:00Z,0,68.7,0,2.499,11.420,27.3
2021-05-01T04:45:00Z,0,68.8,0,2.499,11.420,27.3
2021-05-01T04:50:00Z,0,68.8,0,2.499,11.420,27.3
2021-05-01T04:55:00Z,0,68.8,0,2.499,11.420,27.3
2021-05-01T05:00:00Z,0,68.8,0,2.499,11.420,27.3
2021-05-01T05:05:00Z,0,68.9,0,2.499,11.420,27.3
2021-05-01T05:10:00Z,0,68.9,0,2.499,11.420,27.3
2021-05-01T05:15:00Z,0,69,0,2.499,11.420,27.3
2021-05-01T05:20:00Z,0,69.1,0,2.499,11.420,27.3
2021-05-01T05:25:00Z,0,69.1,0,2.499,11.420,27.3
2021-05-01T05:30:00Z,0,69.1,0,2.499,11.420,27.3
2021-05-01T05:35:00Z,0,69.2,0,2.499,11.420,27.3
2021-05-01T05:40:00Z,0,69.3,0,2.499,11.420,27.3
2021-05-01T05:45:00Z,0,69.4,0,2.499,11.420,27.3
2021-05-01T05:50:00Z,0,69.5,0,2.499,11.420,27.3
2021-05-01T05:55:00Z,0,69.6,0,2.499,11.420,27.3
2021-05-01T06:00:00Z,0,69.6,0,2.499,11.420,27.3
2021-05-01T06:05:00Z,0,69.6,0,2.499,11.420,27.3
2021-05-01T06:10:00Z,0,69.6,0,2.499,11.420,27.3
2021-05-01T06:15:00Z,0,69.6,0,2.499,11.420,27.3
2021-05-01T06:20:00Z,0,69.6,0,2.499,11.420,27.3
2021-05-01T06:25:00Z,0,69.6,0,2.499,11.420,27.3
2021-05-01T06:30:00Z,0,69.5,0,2.499,11.420,27.3
2021-05-01T06:35:00Z,0,69.5,0,2.499,11.420,27.3
2021-05-01T06:40:00Z,0,69.5,0,2.499,11.420,27.3
2021-05-01T06:45:00Z,0,69.5,0,2.499,11.420,27.3
2021-05-01T06:50:00Z,0,69.5,0,2.499,11.420,27.3
2021-05-01T06:55:00Z,0,69.6,0,2.499,11.420,27.3
2021-05-01T07:00:00Z,0,69.6,0,2.499,11.420,27.3
2021-05-01T07:05:00Z,0,69.7,0,2.499,11.420,27.3
2021-05-01T07:10:00Z,0,69.7,0,2.499,11.420,27.3
2021-05-01T07:15:00Z,0,69.8,0,2.499,11.420,27.3
2021-05-01T07:20:00Z,0,69.8,0,2.499,11.420,27.3
2021-05-01T07:25:00Z,0,69.8,0,2.499,11.420,27.3
2021-05-01T07:30:00Z,0,69.7,0,2.499,11.420,27.3
2021-05-01T07:35:00Z,0,69.7,0,2.499,11.420,27.3
2021-05-01T07:40:00Z,0,69.7,0,2.499,11.420,27.4
2021-05-01T07:45:00Z,0,69.6,0,2.499,11.420,27.3
2021-05-01T07:50:00Z,0,69.6,0,2.499,11.420,27.4
2021-05-01T07:55:00Z,0,69.5,0,2.499,11.420,27.4
2021-05-01T08:00:00Z,0,69.5,0,2.499,11.420,27.4
2021-05-01T08:05:00Z,0,69.4,0,2.499,11.420,27.4
2021-05-01T08:10:00Z,0,69.4,0,2.499,11.420,27.4
2021-05-01T08:15:00Z,0,69.4,0,2.499,11.420,27.4
2021-05-01T08:20:00Z,0,69.5,0,2.499,11.420,27.5
2021-05-01T08:25:00Z,0,69.4,0,2.499,11.420,27.5
2021-05-01T08:30:00Z,0,69.4,0,2.499,11.420,27.5
2021-05-01T08:35:00Z,0,69.4,0,2.499,11.420,27.5
2021-05-01T08:40:00Z,0,69.4,0,2.499,11.420,27.5
2021-05-01T08:45:00Z,0,69.4,0,2.499,11.420,27.5
2021-05-01T08:50:00Z,0,69.4,0,2.499,11.420,27.6
2021-05-01T08:55:00Z,0,69.4,0,2.499,11.420,27.6
2021-05-01T09:00:00Z,0,69.4,0,2.499,11.420,27.6
2021-05-01T09:05:00Z,0,69.5,0,2.499,11.420,27.6
2021-05-01T09:10:00Z,0,69.5,0,2.499,11.420,27.6
2021-05-01T09:15:00Z,0,69.5,0,2.499,11.420,27.6
2021-05-01T09:20:00Z,0,69.5,0,2.499,11.420,27.7
2021-05-01T09:25:00Z,0,69.4,0,2.499,11.420,27.7
2021-05-01T09:30:00Z,0,69.4,0,2.499,11.420,27.8
2021-05-01T09:35:00Z,0,69.4,0,2.499,11.420,27.8
2021-05-01T09:40:00Z,0,69.4,0,2.499,11.420,27.8
2021-05-01T09:45:00Z,0,69.5,0,2.499,11.420,27.8
2021-05-01T09:50:00Z,0,69.5,0,2.499,11.420,27.9
2021-05-01T09:55:00Z,0,69.5,0,2.499,11.420,27.9
2021-05-01T10:00:00Z,0,69.4,0,2.499,11.420,28
2021-05-01T10:05:00Z,0,69.4,0,2.499,11.420,28
2021-05-01T10:10:00Z,0,69.3,0,2.499,11.420,28
2021-05-01T10:15:00Z,0,69.4,0,2.499,11.420,28.1
2021-05-01T10:20:00Z,0,69.3,0,2.499,11.420,28.1
2021-05-01T10:25:00Z,0,69.3,0,2.499,11.420,28.1
2021-05-01T10:30:00Z,0,69.2,0,2.499,11.420,28.2
2021-05-01T10:35:00Z,0,69.1,0,2.499,11.420,28.2
2021-05-01T10:40:00Z,0,69.1,0,2.499,11.420,28.2
2021-05-01T10:45:00Z,0,69.1,0,2.499,11.420,28.3
2021-05-01T10:50:00Z,0,69,0,2.499,11.420,28.3
2021-05-01T10:55:00Z,0,69,0,2.499,11.420,28.4
2021-05-01T11:00:00Z,0,69,0,2.499,11.420,28.4
2021-05-01T11:05:00Z,0,69,0,2.499,11.420,28.4
2021-05-01T11:10:00Z,0,69,0,2.499,11.420,28.5
2021-05-01T11:15:00Z,0,68.9,0,2.499,11.420,28.5
2021-05-01T11:20:00Z,0,68.9,0,2.499,11.420,28.6
2021-05-01T11:25:00Z,0,68.8,0,2.499,11.420,28.6
2021-05-01T11:30:00Z,0,68.7,0,2.499,11.420,28.7
2021-05-01T11:35:00Z,0,68.6,0,2.499,11.420,28.8
2021-05-01T11:40:00Z,0,68.5,0,2.499,11.420,28.8
2021-05-01T11:45:00Z,0,68.5,0,2.499,11.420,28.8
2021-05-01T11:50:00Z,0,68.3,0,2.499,11.420,28.9
2021-05-01T11:55:00Z,0,68.3,0,2.499,11.420,28.9
2021-05-01T12:00:00Z,0,68.2,0,2.499,11.420,29
2021-05-01T12:05:00Z,0,68.1,0,2.499,11.420,29
2021-05-01T12:10:00Z,0,67.9,0,2.499,11.420,29.1
2021-05-01T12:15:00Z,0,67.9,0,2.499,11.420,29.1
2021-05-01T12:20:00Z,0,67.8,0,2.499,11.420,29.1
2021-05-01T12:25:00Z,0,67.7,0,2.499,11.420,29.2
2021-05-01T12:30:00Z,0,67.7,0,2.499,11.420,29.2
2021-05-01T12:35:00Z,0,67.6,0,2.499,11.420,29.2
2021-05-01T12:40:00Z,0,67.6,0,2.499,11.420,29.2
2021-05-01T12:45:00Z,0,67.6,0,2.499,11.420,29.2
2021-05-01T12:50:00Z,0,67.6,0,2.499,11.420,29.3
2021-05-01T12:55:00Z,0,67.6,0,2.499,11.420,29.3
2021-05-01T13:00:00Z,0,67.5,0,2.499,11.420,29.3
2021-05-01T13:05:00Z,0,67.5,0,2.499,11.420,29.3
2021-05-01T13:10:00Z,0,67.5,0,2.499,11.420,29.3
2021-05-01T13:15:00Z,0,67.4,0,2.499,11.420,29.3
2021-05-01T13:20:00Z,0,67.4,0,2.499,11.420,29.3
2021-05-01T13:25:00Z,0,67.4,0,2.499,11.420,29.4
2021-05-01T13:30:00Z,0,67.4,0,2.499,11.420,29.4
2021-05-01T13:35:00Z,0,67.4,0,2.499,11.420,29.4
2021-05-01T13:40:00Z,0,67.4,0,2.499,11.420,29.4
2021-05-01T13:45:00Z,0,67.4,0,2.499,11.420,29.4
2021-05-01T13:50:00Z,0,67.4,0,2.499,11.420,29.4
2021-05-01T13:55:00Z,0,67.4,0,2.499,11.420,29.4
2021-05-01T14:00:00Z,0,67.4,0,2.499,11.420,29.4
2021-05-01T14:05:00Z,0,67.3,0,2.499,11.420,29.4
2021-05-01T14:10:00Z,0,67.3,0,2.499,11.420,29.4
2021-05-01T14:15:00Z,0,67.3,0,2.499,11.420,29.5
2021-05-01T14:20:00Z,0,67.3,0,2.499,11.420,29.4
2021-05-01T14:25:00Z,0,67.2,0,2.499,11.420,29.5
2021-05-01T14:30:00Z,0,67.2,0,2.499,11.420,29.5
2021-05-01T14:35:00Z,0,67.2,0,2.499,11.420,29.5
2021-05-01T14:40:00Z,0,67.2,0,2.499,11.420,29.5
2021-05-01T14:45:00Z,0,67.1,0,2.499,11.420,29.5
2021-05-01T14:50:00Z,0,67.2,0,2.499,11.420,29.5
2021-05-01T14:55:00Z,0,67.1,0,2.499,11.420,29.6
2021-05-01T15:00:00Z,0,67.1,0,2.499,11.420,29.6
2021-05-01T15:05:00Z,0,67.1,0,2.499,11.420,29.6
2021-05-01T15:10:00Z,0,67.1,0,2.499,11.420,29.6
2021-05-01T15:15:00Z,0,67.1,0,2.499,11.420,29.6
2021-05-01T15:20:00Z,0,67.2,0,2.499,11.420,29.6
2021-05-01T15:25:00Z,0,67.2,0,2.499,11.420,29.5
2021-05-01T15:30:00Z,0,67.2,0,2.499,11.420,29.5
2021-05-01T15:35:00Z,0,67.2,0,2.499,11.420,29.5
2021-05-01T15:40:00Z,0,67.2,0,2.499,11.420,29.5
2021-05-01T15:45:00Z,0,67.3,0,2.499,11.420,29.5
2021-05-01T15:50:00Z,0,67.3,0,2.499,11.420,29.5
2021-05-01T15:55:00Z,0,67.4,0,2.499,11.420,29.4
2021-05-01T16:00:00Z,0,67.4,0,2.499,11.420,29.4
2021-05-01T16:05:00Z,0,67.4,0,2.499,11.420,29.4
2021-05-01T16:10:00Z,0,67.5,0,2.499,11.420,29.4
2021-05-01T16:15:00Z,0,67.6,0,2.499,11.420,29.4
2021-05-01T16:20:00Z,0,67.6,0,2.499,11.420,29.3
2021-05-01T16:25:00Z,0,67.6,0,2.499,11.420,29.4
2021-05-01T16:30:00Z,0,67.7,0,2.499,11.420,29.3
2021-05-01T16:35:00Z,0,67.7,0,2.499,11.420,29.3
2021-05-01T16:40:00Z,0,67.8,0,2.499,11.420,29.3
2021-05-01T16:45:00Z,0,67.8,0,2.499,11.420,29.3
2021-05-01T16:50:00Z,0,67.8,0,2.499,11.420,29.3
2021-05-01T16:55:00Z,0,67.9,0,2.499,11.420,29.4
2021-05-01T17:00:00Z,0,67.9,0,2.499,11.420,29.3
2021-05-01T17:05:00Z,0,67.8,0,2.499,11.420,29.3
2021-05-01T17:10:00Z,0,67.9,0,2.499,11.420,29.3
2021-05-01T17:15:00Z,0,67.9,0,2.499,11.420,29.3
2021-05-01T17:20:00Z,0,67.9,0,2.499,11.420,29.3
2021-05-01T17:25:00Z,0,67.9,0,2.499,11.420,29.3
2021-05-01T17:30:00Z,0,67.9,0,2.499,11.420,29.3
2021-05-01T17:35:00Z,0,68,0,2.499,11.420,29.3
2021-05-01T17:40:00Z,0,68,0,2.499,11.420,29.3
2021-05-01T17:45:00Z,0,68,0,2.499,11.420,29.3
2021-05-01T17:50:00Z,0,68,0,2.499,11.420,29.3
2021-05-01T17:55:00Z,0,68,0,2.499,11.420,29.3
2021-05-01T18:00:00Z,0,68.1,0,2.499,11.420,29.3
2021-05-01T18:05:00Z,0,68.1,0,2.499,11.420,29.3
2021-05-01T18:10:00Z,0,68.1,0,2.499,11.420,29.2
2021-05-01T18:15:00Z,0,68.1,0,2.499,11.420,29.2
2021-05-01T18:20:00Z,0,68.1,0,2.499,11.420,29.2
2021-05-01T18:25:00Z,0,68.2,0,2.499,11.420,29.1
2021-05-01T18:30:00Z,0,68.3,0,2.499,11.420,29.1
2021-05-01T18:35:00Z,0,68.3,0,2.499,11.420,29.1
2021-05-01T18:40:00Z,0,68.4,0,2.499,11.420,29.1
2021-05-01T18:45:00Z,0,68.4,0,2.499,11.420,29
2021-05-01T18:50:00Z,0,68.5,0,2.499,11.420,29
2021-05-01T18:55:00Z,0,68.5,0,2.499,11.420,29
2021-05-01T19:00:00Z,0,68.6,0,2.499,11.420,28.9
2021-05-01T19:05:00Z,0,68.6,0,2.499,11.420,28.9
2021-05-01T19:10:00Z,0,68.7,0,2.499,11.420,28.9
2021-05-01T19:15:00Z,0,68.7,0,2.499,11.420,28.9
2021-05-01T19:20:00Z,0,68.8,0,2.499,11.420,28.8
2021-05-01T19:25:00Z,0,68.8,0,2.499,11.420,28.8
2021-05-01T19:30:00Z,0,68.9,0,2.499,11.420,28.8
2021-05-01T19:35:00Z,0,68.9,0,2.499,11.420,28.8
2021-05-01T19:40:00Z,0,69,0,2.499,11.420,28.8
2021-05-01T19:45:00Z,0,69.1,0,2.499,11.420,28.7
2021-05-01T19:50:00Z,0,69.1,0,2.499,11.420,28.7
2021-05-01T19:55:00Z,0,69.2,0,2.499,11.420,28.7
2021-05-01T20:00:00Z,0,69.2,0,2.499,11.420,28.7
2021-05-01T20:05:00Z,0,69.2,0,2.499,11.420,28.7
2021-05-01T20:10:00Z,0,69.3,0,2.499,11.420,28.7
2021-05-01T20:15:00Z,0,69.3,0,2.499,11.420,28.6
2021-05-01T20:20:00Z,0,69.3,0,2.499,11.420,28.7
2021-05-01T20:25:00Z,0,69.4,0,2.499,11.420,28.6
2021-05-01T20:30:00Z,0,69.4,0,2.499,11.420,28.6
2021-05-01T20:35:00Z,0,69.4,0,2.499,11.420,28.6
2021-05-01T20:40:00Z,0,69.5,0,2.499,11.420,28.6
2021-05-01T20:45:00Z,0,69.5,0,2.499,11.420,28.6
2021-05-01T20:50:00Z,0,69.5,0,2.499,11.420,28.6
2021-05-01T20:55:00Z,0,69.5,0,2.499,11.420,28.6
2021-05-01T21:00:00Z,0,69.6,0,2.499,11.420,28.6
2021-05-01T21:05:00Z,0,69.6,0,2.499,11.420,28.6
2021-05-01T21:10:00Z,0,69.6,0,2.499,11.420,28.6
2021-05-01T21:15:00Z,0,69.6,0,2.499,11.420,28.6
2021-05-01T21:20:00Z,0,69.6,0,2.499,11.420,28.6
2021-05-01T21:25:00Z,0,69.6,0,2.499,11.420,28.6
2021-05-01T21:30:00Z,0,69.6,0,2.499,11.420,28.6
2021-05-01T21:35:00Z,0,69.6,0,2.499,11.420,28.6
2021-05-01T21:40:00Z,0,69.7,0,2.499,11.420,28.6
2021-05-01T21:45:00Z,0,69.7,0,2.499,11.420,28.6
2021-05-01T21:50:00Z,0,69.7,0,2.499,11.420,28.6
2021-05-01T21:55:00Z,0,69.8,0,2.499,11.420,28.6
2021-05-01T22:00:00Z,0,69.8,0,2.499,11.420,28.6
2021-05-01T22:05:00Z,0,69.8,0,2.499,11.420,28.6
2021-05-01T22:10:00Z,0,69.8,0,2.499,11.420,28.5
2021-05-01T22:15:00Z,0,69.8,0,2.499,11.420,28.5
2021-05-01T22:20:00Z,0,69.8,0,2.499,11.420,28.6
2021-05-01T22:25:00Z,0,69.9,0,2.499,11.420,28.5
2021-05-01T22:30:00Z,0,69.9,0,2.499,11.420,28.5
2021-05-01T22:35:00Z,0,69.9,0,2.499,11.420,28.5
2021-05-01T22:40:00Z,0,69.9,0,2.499,11.420,28.5
2021-05-01T22:45:00Z,0,69.9,0,2.499,11.420,28.5
2021-05-01T22:50:00Z,0,69.9,0,2.499,11.420,28.5
2021-05-01T22:55:00Z,0,70,0,2.499,11.420,28.5
2021-05-01T23:00:00Z,0,69.9,0,2.499,11.420,28.5
2021-05-01T23:05:00Z,0,70,0,2.499,11.420,28.5
2021-05-01T23:10:00Z,0,70,0,2.499,11.420,28.5
2021-05-01T23:15:00Z,0,70,0,2.499,11.420,28.5
2021-05-01T23:20:00Z,0,70,0,2.499,11.420,28.5
2021-05-01T23:25:00Z,0,70,0,2.499,11.420,28.5
2021-05-01T23:30:00Z,0,70,0,2.499,11.420,28.5
2021-05-01T23:35:00Z,0,70.1,0,2.499,11.420,28.5
2021-05-01T23:40:00Z,0,70.1,0,2.499,11.420,28.5
2021-05-01T23:45:00Z,0,70.1,0,2.499,11.420,28.5
2021-05-01T23:50:00Z,0,70.1,0,2.499,11.420,28.5
2021-05-01T23:55:00Z,0,70.1,0,2.499,11.420,28.4
2021-05-02T00:00:00Z,0,70.1,0,2.499,11.420,28.4
2021-05-02T00:05:00Z,0,70.2,0,2.499,11.420,28.4
2021-05-02T00:10:00Z,0,70.1,0,2.499,11.420,28.4
2021-05-02T00:15:00Z,0,70.2,0,2.499,11.420,28.4
2021-05-02T00:20:00Z,0,70.2,0,2.499,11.420,28.4
2021-05-02T00:25:00Z,0,70.2,0,2.499,11.420,28.4
2021-05-02T00:30:00Z,0,70.2,0,2.499,11.420,28.4
2021-05-02T00:35:00Z,0,70.2,0,2.499,11.420,28.4
2021-05-02T00:40:00Z,0,70.3,0,2.499,11.420,28.4
2021-05-02T00:45:00Z,0,70.2,0,2.499,11.420,28.4
2021-05-02T00:50:00Z,0,70.3,0,2.499,11.420,28.4
2021-05-02T00:55:00Z,0,70.3,0,2.499,11.420,28.4
2021-05-02T01:00:00Z,0,70.3,0,2.499,11.420,28.4
2021-05-02T01:05:00Z,0,70.3,0,2.499,11.420,28.4
2021-05-02T01:10:00Z,0,70.3,0,2.499,11.420,28.4
2021-05-02T01:15:00Z,0,70.4,0,2.499,11.420,28.4
2021-05-02T01:20:00Z,0,70.4,0,2.499,11.420,28.4
2021-05-02T01:25:00Z,0,70.4,0,2.499,11.420,28.4
2021-05-02T01:30:00Z,0,70.5,0,2.499,11.420,28.4
2021-05-02T01:35:00Z,0,70.4,0,2.499,11.420,28.4
2021-05-02T01:40:00Z,0,70.5,0,2.499,11.420,28.4
2021-05-02T01:45:00Z,0,70.5,0,2.499,11.420,28.4
2021-05-02T01:50:00Z,0,70.5,0,2.499,11.420,28.3
2021-05-02T01:55:00Z,0,70.5,0,2.499,11.420,28.3
2021-05-02T02:00:00Z,0,70.6,0,2.499,11.420,28.4
2021-05-02T02:05:00Z,0,70.6,0,2.499,11.420,28.3
2021-05-02T02:10:00Z,0,70.7,0,2.499,11.420,28.4
2021-05-02T02:15:00Z,0,70.6,0,2.499,11.420,28.3
2021-05-02T02:20:00Z,0,70.7,0,2.499,11.420,28.3
2021-05-02T02:25:00Z,0,70.7,0,2.499,11.420,28.3
2021-05-02T02:30:00Z,0,70.7,0,2.499,11.420,28.3
2021-05-02T02:35:00Z,0,70.7,0,2.499,11.420,28.3
2021-05-02T02:40:00Z,0,70.7,0,2.499,11.420,28.3
2021-05-02T02:45:00Z,0,70.7,0,2.499,11.420,28.3
2021-05-02T02:50:00Z,0,70.7,0,2.499,11.420,28.3
2021-05-02T02:55:00Z,0,70.7,0,2.499,11.420,28.3
2021-05-02T03:00:00Z,0,70.7,0,2.499,11.420,28.3
2021-05-02T03:05:00Z,0,70.7,0,2.499,11.420,28.3
2021-05-02T03:10:00Z,0,70.7,0,2.499,11.420,28.3
2021-05-02T03:15:00Z,0,70.6,0,2.499,11.420,28.3
2021-05-02T03:20:00Z,0,70.6,0,2.499,11.420,28.3
2021-05-02T03:25:00Z,0,70.6,0,2.499,11.420,28.3
2021-05-02T03:30:00Z,0,70.6,0,2.499,11.420,28.3
2021-05-02T03:35:00Z,0,70.6,0,2.499,11.420,28.3
2021-05-02T03:40:00Z,0,70.6,0,2.499,11.420,28.3
2021-05-02T03:45:00Z,0,70.6,0,2.499,11.420,28.3
2021-05-02T03:50:00Z,0,70.6,0,2.499,11.420,28.3
2021-05-02T03:55:00Z,0,70.7,0,2.499,11.420,28.3
2021-05-02T04:00:00Z,0,70.7,0,2.499,11.420,28.3
2021-05-02T04:05:00Z,0,70.7,0,2.499,11.420,28.2
2021-05-02T04:10:00Z,0,70.7,0,2.499,11.420,28.2
2021-05-02T04:15:00Z,0,70.7,0,2.499,11.420,28.3
2021-05-02T04:20:00Z,0,70.7,0,2.499,11.420,28.2
2021-05-02T04:25:00Z,0,70.7,0,2.499,11.420,28.2
2021-05-02T04:30:00Z,0,70.7,0,2.499,11.420,28.2
2021-05-02T04:35:00Z,0,70.8,0,2.499,11.420,28.2
2021-05-02T04:40:00Z,0,70.8,0,2.499,11.420,28.2
2021-05-02T04:45:00Z,0,70.8,0,2.499,11.420,28.2
2021-05-02T04:50:00Z,0,70.8,0,2.499,11.420,28.2
2021-05-02T04:55:00Z,0,70.8,0,2.499,11.420,28.2
2021-05-02T05:00:00Z,0,70.8,0,2.499,11.420,28.2
2021-05-02T05:05:00Z,0,70.8,0,2.499,11.420,28.2
2021-05-02T05:10:00Z,0,70.9,0,2.499,11.420,28.2
2021-05-02T05:15:00Z,0,70.9,0,2.499,11.420,28.2
2021-05-02T05:20:00Z,0,70.9,0,2.499,11.420,28.2
2021-05-02T05:25:00Z,0,71,0,2.499,11.420,28.2
2021-05-02T05:30:00Z,0,70.9,0,2.499,11.420,28.2
2021-05-02T05:35:00Z,0,70.9,0,2.499,11.420,28.2
2021-05-02T05:40:00Z,0,71,0,2.499,11.420,28.2
2021-05-02T05:45:00Z,0,71,0,2.499,11.420,28.2
2021-05-02T05:50:00Z,0,71,0,2.499,11.420,28.2
2021-05-02T05:55:00Z,0,71,0,2.499,11.420,28.2
2021-05-02T06:00:00Z,0,71.1,0,2.499,11.420,28.2
2021-05-02T06:05:00Z,0,71.1,0,2.499,11.420,28.2
2021-05-02T06:10:00Z,0,71.1,0,2.499,11.420,28.2
2021-05-02T06:15:00Z,0,71.1,0,2.499,11.420,28.2
2021-05-02T06:20:00Z,0,71,0,2.499,11.420,28.2
2021-05-02T06:25:00Z,0,71,0,2.499,11.420,28.2
2021-05-02T06:30:00Z,0,71,0,2.499,11.420,28.2
2021-05-02T06:35:00Z,0,71,0,2.499,11.420,28.2
2021-05-02T06:40:00Z,0,70.9,0,2.499,11.420,28.2
2021-05-02T06:45:00Z,0,70.9,0,2.499,11.420,28.2
2021-05-02T06:50:00Z,0,70.9,0,2.499,11.420,28.3
2021-05-02T06:55:00Z,0,70.9,0,2.499,11.420,28.3
2021-05-02T07:00:00Z,0,71.1,0,2.499,11.420,28.3
2021-05-02T07:05:00Z,0,71,0,2.499,11.420,28.3
2021-05-02T07:10:00Z,0,71.1,0,2.499,11.420,28.3
2021-05-02T07:15:00Z,0,71.1,0,2.499,11.420,28.3
2021-05-02T07:20:00Z,0,71.2,0,2.499,11.420,28.4
2021-05-02T07:25:00Z,0,71.2,0,2.499,11.420,28.4
2021-05-02T07:30:00Z,0,71.2,0,2.499,11.420,28.4
2021-05-02T07:35:00Z,0,71.2,0,2.499,11.420,28.4
2021-05-02T07:40:00Z,0,71.2,0,2.499,11.420,28.5
2021-05-02T07:45:00Z,0,71.2,0,2.499,11.420,28.5
2021-05-02T07:50:00Z,0,71.2,0,2.499,11.420,28.5
2021-05-02T07:55:00Z,0,71.2,0,2.499,11.420,28.6
2021-05-02T08:00:00Z,0,71.2,0,2.499,11.420,28.6
2021-05-02T08:05:00Z,0,71.1,0,2.499,11.420,28.6
2021-05-02T08:10:00Z,0,71.1,0,2.499,11.420,28.6
2021-05-02T08:15:00Z,0,71,0,2.499,11.420,28.7
2021-05-02T08:20:00Z,0,70.9,0,2.499,11.420,28.7
2021-05-02T08:25:00Z,0,70.9,0,2.499,11.420,28.8
2021-05-02T08:30:00Z,0,70.9,0,2.499,11.420,28.8
2021-05-02T08:35:00Z,0,70.9,0,2.499,11.420,28.8
2021-05-02T08:40:00Z,0,70.9,0,2.499,11.420,28.9
2021-05-02T08:45:00Z,0,70.8,0,2.499,11.420,28.9
2021-05-02T08:50:00Z,0,70.8,0,2.499,11.420,28.9
2021-05-02T08:55:00Z,0,70.8,0,2.499,11.420,29
2021-05-02T09:00:00Z,0,70.7,0,2.499,11.420,29
2021-05-02T09:05:00Z,0,70.7,0,2.499,11.420,29.1
2021-05-02T09:10:00Z,0,70.7,0,2.499,11.420,29.1
2021-05-02T09:15:00Z,0,70.6,0,2.499,11.420,29.1
