Doy,Rain,dt,Temp,Radiation,Relative Humidity,Wind,lat,long,elev,height
60.01,0.096,0.01,22.73333333,2.809166667,87.28333333,3.25,14.24,102.69,295,2.5
60.02,0,0.01,22.58888889,2.809111111,87.58888889,1.288888889,14.24,102.69,295,2.5
60.03,0,0.01,22.53333333,3.725777778,88.17777778,1.366666667,14.24,102.69,295,2.5
60.04,0,0.01,22.65555556,3.071,87.66666667,1.133333333,14.24,102.69,295,2.5
60.05,0,0.01,22.53333333,4.864555556,87.87777778,1.755555556,14.24,102.69,295,2.5
60.06,0,0.01,22.53333333,12.14211111,87.9,1.377777778,14.24,102.69,295,2.5
60.07,0,0.01,22.65555556,20.118,87.88888889,1.077777778,14.24,102.69,295,2.5
60.08,0,0.01,23.04444444,40.91866667,87.25555556,0.677777778,14.24,102.69,295,2.5
60.09,0,0.01,23.36666667,50.79911111,86.1,2.4,14.24,102.69,295,2.5
60.1,0,0.01,23.48333333,63.93716667,85.83333333,1.816666667,14.24,102.69,295,2.5
60.11,0,0.01,23.84444444,82.47577778,84.93333333,2.388888889,14.24,102.69,295,2.5
60.12,0,0.01,24.22222222,100.3358889,83.95555556,3.055555556,14.24,102.69,295,2.5
60.13,0,0.01,24.64444444,123.9733333,82.63333333,4.866666667,14.24,102.69,295,2.5
60.14,0,0.01,25.13333333,164.1457778,81.3,3.377777778,14.24,102.69,295,2.5
60.15,0,0.01,25.72222222,213.5034444,78.95555556,5.922222222,14.24,102.69,295,2.5
60.16,0,0.01,26.18888889,249.0095556,76.45555556,4.922222222,14.24,102.69,295,2.5
60.17,0,0.01,26.24444444,256.5918889,74.58888889,7.422222222,14.24,102.69,295,2.5
60.18,0,0.01,26.93333333,298.465,72.9,4.333333333,14.24,102.69,295,2.5
60.19,0,0.01,27.52222222,429.1162222,70.53333333,6.444444444,14.24,102.69,295,2.5
60.2,0,0.01,28.28888889,489.1905556,67.63333333,7.377777778,14.24,102.69,295,2.5
60.21,0,0.01,28.37777778,456.2901111,66.6,7.322222222,14.24,102.69,295,2.5
60.22,0,0.01,28.54444444,457.5518889,66.02222222,8.444444444,14.24,102.69,295,2.5
60.23,0,0.01,28.12222222,405.3318889,67.33333333,7.711111111,14.24,102.69,295,2.5
60.24,0,0.01,28.34444444,446.6523333,66.34444444,8.266666667,14.24,102.69,295,2.5
60.25,0,0.01,28.95555556,485.1236667,65.27777778,6.077777778,14.24,102.69,295,2.5
60.26,0,0.01,29.1,453.2256667,65.46666667,6.833333333,14.24,102.69,295,2.5
60.27,0,0.01,28.88888889,529.9324444,65.35555556,8.211111111,14.24,102.69,295,2.5
60.28,0,0.01,29.84444444,683.1532222,63.11111111,7.955555556,14.24,102.69,295,2.5
60.29,0,0.01,30.24444444,647.0827778,62.27777778,5.1,14.24,102.69,295,2.5
60.3,0,0.01,29.92222222,554.4271111,62.44444444,6.577777778,14.24,102.69,295,2.5
60.31,0,0.01,30.25555556,584.9835556,61.33333333,7.344444444,14.24,102.69,295,2.5
60.32,0,0.01,30.58888889,568.3493333,60.88888889,6.511111111,14.24,102.69,295,2.5
60.33,0,0.01,30.61111111,594.8788889,60.86666667,8.422222222,14.24,102.69,295,2.5
60.34,0,0.01,30.83333333,627.7608889,60.45555556,6.311111111,14.24,102.69,295,2.5
60.35,0,0.01,30.73333333,609.775,59.58333333,6.733333333,14.24,102.69,295,2.5
60.36,0,0.01,31.24444444,579.9684444,58.8,6.366666667,14.24,102.69,295,2.5
60.37,0,0.01,31.26666667,554.7153333,58.31111111,6.322222222,14.24,102.69,295,2.5
60.38,0,0.01,31.14444444,407.4356667,58.83333333,4.744444444,14.24,102.69,295,2.5
60.39,0,0.01,30.84444444,345.291,59.74444444,4.711111111,14.24,102.69,295,2.5
60.4,0,0.01,30.75555556,340.4132222,59.64444444,5.6,14.24,102.69,295,2.5
60.41,0,0.01,30.67777778,291.6422222,59.76666667,6.344444444,14.24,102.69,295,2.5
60.42,0,0.01,30.72222222,314.8032222,59.75555556,7.588888889,14.24,102.69,295,2.5
60.43,0,0.01,30.88333333,280.9538333,59.7,8.2,14.24,102.69,295,2.5
60.44,0,0.01,30.67777778,243.3668889,59.81111111,6.388888889,14.24,102.69,295,2.5
60.45,0,0.01,30.52222222,220.0911111,60.07777778,5.188888889,14.24,102.69,295,2.5
60.46,0,0.01,30.63333333,187.3076667,59.84444444,4.533333333,14.24,102.69,295,2.5
60.47,0,0.01,30.14444444,138.4053333,60.7,6.255555556,14.24,102.69,295,2.5
60.48,0,0.01,29.7,96.16533333,61.41111111,5.855555556,14.24,102.69,295,2.5
60.49,0,0.01,29.45555556,64.03622222,61.98888889,5.233333333,14.24,102.69,295,2.5
60.5,0,0.01,29.27777778,42.10066667,62.5,2.011111111,14.24,102.69,295,2.5
60.51,0,0.01,29.06666667,28.7305,63.6,2.533333333,14.24,102.69,295,2.5
60.52,0,0.01,28.41111111,13.93155556,65.53333333,3.155555556,14.24,102.69,295,2.5
60.53,0,0.01,27.83333333,5.166222222,67.03333333,2.688888889,14.24,102.69,295,2.5
60.54,0,0.01,27.24444444,3.594777778,69.06666667,1.455555556,14.24,102.69,295,2.5
60.55,0,0.01,26.81111111,2.809222222,70.52222222,1.8,14.24,102.69,295,2.5
60.56,0,0.01,26.42222222,2.416444444,71.77777778,2.511111111,14.24,102.69,295,2.5
60.57,0,0.01,26.03333333,2.940222222,73.3,1.544444444,14.24,102.69,295,2.5
60.58,0,0.01,25.72222222,2.809,74.86666667,1.111111111,14.24,102.69,295,2.5
60.59,0,0.01,25.47777778,3.202,75.76666667,1.011111111,14.24,102.69,295,2.5
60.6,0,0.01,25.26666667,2.612833333,76.4,0.85,14.24,102.69,295,2.5
60.61,0,0.01,25.07777778,2.678333333,77.18888889,1.033333333,14.24,102.69,295,2.5
60.62,0,0.01,24.94444444,3.333,77.51111111,0.722222222,14.24,102.69,295,2.5
60.63,0,0.01,24.77777778,2.809111111,78.1,0.888888889,14.24,102.69,295,2.5
60.64,0,0.01,24.53333333,3.725777778,78.87777778,0.688888889,14.24,102.69,295,2.5
60.65,0,0.01,24.51111111,3.463888889,78.87777778,1.555555556,14.24,102.69,295,2.5
60.66,0,0.01,24.47777778,2.940222222,78.47777778,0.288888889,14.24,102.69,295,2.5
60.67,0,0.01,24.2,2.154555556,79.17777778,0.933333333,14.24,102.69,295,2.5
60.68,0,0.01,24.08333333,3.3985,79.11666667,1.016666667,14.24,102.69,295,2.5
60.69,0,0.01,24,4.118555556,79.44444444,0.288888889,14.24,102.69,295,2.5
60.7,0,0.01,23.82222222,3.202,80.72222222,0.433333333,14.24,102.69,295,2.5
60.71,0,0.01,23.87777778,3.071,80.42222222,0.177777778,14.24,102.69,295,2.5
60.72,0,0.01,23.77777778,2.940111111,80.54444444,0.566666667,14.24,102.69,295,2.5
60.73,0,0.01,23.7,3.201888889,80.98888889,0.544444444,14.24,102.69,295,2.5
60.74,0,0.01,23.45555556,3.332888889,81.37777778,0.988888889,14.24,102.69,295,2.5
60.75,0,0.01,23.47777778,2.678222222,81.47777778,0.811111111,14.24,102.69,295,2.5
60.76,0,0.01,23.56666667,2.22,81.88333333,0.7,14.24,102.69,295,2.5
60.77,0,0.01,23.71111111,3.856666667,81.32222222,0.922222222,14.24,102.69,295,2.5
60.78,0,0.01,23.68888889,2.658444444,81.25555556,1.177777778,14.24,102.69,295,2.5
60.79,0,0.01,23.6,2.023666667,82.02222222,0.966666667,14.24,102.69,295,2.5
60.8,0,0.01,23.36666667,2.547333333,82.52222222,1.433333333,14.24,102.69,295,2.5
60.81,0,0.01,23.23333333,2.809111111,83.04444444,1.188888889,14.24,102.69,295,2.5
60.82,0,0.01,23.14444444,3.594777778,82.45555556,2.655555556,14.24,102.69,295,2.5
60.83,0,0.01,23.23333333,2.809222222,81.8,1.188888889,14.24,102.69,295,2.5
60.84,0,0.01,23.17777778,2.547333333,81.63333333,0.777777778,14.24,102.69,295,2.5
60.85,0,0.01,23.05,3.594833333,81.95,1.183333333,14.24,102.69,295,2.5
60.86,0,0.01,23.07777778,3.725666667,81.56666667,1.611111111,14.24,102.69,295,2.5
60.87,0,0.01,23.13333333,3.594888889,81.52222222,1.5,14.24,102.69,295,2.5
60.88,0,0.01,23.05555556,2.678222222,81.57777778,1.355555556,14.24,102.69,295,2.5
60.89,0,0.01,22.95555556,3.332888889,81.64444444,1.233333333,14.24,102.69,295,2.5
60.9,0,0.01,22.87777778,2.809111111,81.94444444,1.844444444,14.24,102.69,295,2.5
60.91,0,0.01,22.75555556,1.630777778,82.57777778,0.922222222,14.24,102.69,295,2.5
60.92,0,0.01,22.63333333,2.547333333,82.92222222,1.511111111,14.24,102.69,295,2.5
60.93,0,0.01,22.61666667,2.612833333,82.83333333,1,14.24,102.69,295,2.5
60.94,0,0.01,22.47777778,3.463888889,83.35555556,2.222222222,14.24,102.69,295,2.5
60.95,0,0.01,22.34444444,4.118555556,83.36666667,1.733333333,14.24,102.69,295,2.5
60.96,0,0.01,22.35555556,2.809333333,83.71111111,1.577777778,14.24,102.69,295,2.5
60.97,0,0.01,22.23333333,3.463777778,84.24444444,1.744444444,14.24,102.69,295,2.5
60.98,0,0.01,22.02222222,2.416333333,84.9,1.9,14.24,102.69,295,2.5
60.99,0,0.01,21.92222222,3.856555556,84.93333333,2.122222222,14.24,102.69,295,2.5
61,0,0.01,21.86666667,3.594888889,84.86666667,1.255555556,14.24,102.69,295,2.5
61.01,0,0.01,21.9,3.0055,85.16666667,0.7,14.24,102.69,295,2.5
61.02,0,0.01,21.83333333,3.463777778,85.43333333,1.244444444,14.24,102.69,295,2.5
61.03,0,0.01,21.68888889,3.594888889,85.62222222,2.044444444,14.24,102.69,295,2.5
61.04,0,0.01,21.68888889,4.249555556,85.44444444,2.911111111,14.24,102.69,295,2.5
61.05,0,0.01,21.73333333,5.820888889,85.43333333,2.177777778,14.24,102.69,295,2.5
61.06,0,0.01,21.82222222,15.97111111,85.37777778,1.388888889,14.24,102.69,295,2.5
61.07,0,0.01,21.94444444,27.41911111,84.9,1.388888889,14.24,102.69,295,2.5
61.08,0,0.01,22.08888889,44.29522222,84.45555556,0.9,14.24,102.69,295,2.5
61.09,0,0.01,22.47777778,75.41244444,83.52222222,1.1,14.24,102.69,295,2.5
61.1,0,0.01,23.03333333,106.5303333,82.16666667,1.116666667,14.24,102.69,295,2.5
61.11,0,0.01,23.46666667,122.8747778,80.63333333,3.522222222,14.24,102.69,295,2.5
61.12,0,0.01,24.18888889,185.4551111,78.41111111,4.077777778,14.24,102.69,295,2.5
61.13,0,0.01,24.84444444,239.362,76.1,6.777777778,14.24,102.69,295,2.5
61.14,0,0.01,25.27777778,267.2014444,74.41111111,6.377777778,14.24,102.69,295,2.5
61.15,0,0.01,25.86666667,249.8868889,72.74444444,3.622222222,14.24,102.69,295,2.5
61.16,0,0.01,26,301.6313333,72.32222222,3.044444444,14.24,102.69,295,2.5
61.17,0,0.01,26.38888889,303.938,71.02222222,4.444444444,14.24,102.69,295,2.5
61.18,0,0.01,26.38333333,348.8253333,70.33333333,8.966666667,14.24,102.69,295,2.5
61.19,0,0.01,26.71111111,405.2288889,69.71111111,8.1,14.24,102.69,295,2.5
61.2,0,0.01,27.12222222,407.616,69.07777778,6.777777778,14.24,102.69,295,2.5
61.21,0,0.01,27.13333333,379.5514444,68.91111111,5.777777778,14.24,102.69,295,2.5
61.22,0,0.01,27.56666667,427.7032222,67.44444444,6.244444444,14.24,102.69,295,2.5
61.23,0,0.01,27.58888889,478.1381111,67.7,5.822222222,14.24,102.69,295,2.5
61.24,0,0.01,28.02222222,499.2333333,66.65555556,7.188888889,14.24,102.69,295,2.5
61.25,0,0.01,28.48888889,502.748,65.34444444,7.733333333,14.24,102.69,295,2.5
61.26,0,0.01,28.46666667,435.8848333,65.3,6.483333333,14.24,102.69,295,2.5
61.27,0,0.01,28.71111111,514.1945556,64.63333333,7.233333333,14.24,102.69,295,2.5
61.28,0,0.01,28.81111111,457.1623333,64.16666667,6.144444444,14.24,102.69,295,2.5
61.29,0,0.01,28.45555556,379.3933333,65,5.544444444,14.24,102.69,295,2.5
61.3,0,0.01,28.48888889,423.2671111,65.18888889,6.077777778,14.24,102.69,295,2.5
61.31,0,0.01,28.84444444,408.1884444,64.06666667,7.744444444,14.24,102.69,295,2.5
61.32,0,0.01,28.71111111,356.5375556,64.37777778,5.244444444,14.24,102.69,295,2.5
61.33,0,0.01,29.17777778,364.1958889,63.45555556,4.533333333,14.24,102.69,295,2.5
61.34,0,0.01,29.54444444,398.7813333,62.15555556,4.166666667,14.24,102.69,295,2.5
61.35,0,0.01,29.51666667,407.6243333,61.81666667,5.066666667,14.24,102.69,295,2.5
61.36,0,0.01,29.72222222,433.8156667,61.44444444,5.944444444,14.24,102.69,295,2.5
61.37,0,0.01,29.67777778,412.282,61.55555556,5.411111111,14.24,102.69,295,2.5
61.38,0,0.01,30.04444444,449.6802222,60.96666667,5.955555556,14.24,102.69,295,2.5
61.39,0,0.01,30.48888889,401.1386667,59.35555556,5.077777778,14.24,102.69,295,2.5
61.4,0,0.01,30.37777778,314.9695556,58.64444444,5.177777778,14.24,102.69,295,2.5
61.41,0,0.01,30.06666667,296.8192222,59.88888889,6.366666667,14.24,102.69,295,2.5
61.42,0,0.01,29.74444444,226.1408889,61.52222222,4.088888889,14.24,102.69,295,2.5
61.43,0,0.01,29.41666667,128.933,61.68333333,2.75,14.24,102.69,295,2.5
61.44,0,0.01,29.17777778,134.98,62.24444444,2.3,14.24,102.69,295,2.5
61.45,0,0.01,28.93333333,122.5482222,62.36666667,4.133333333,14.24,102.69,295,2.5
61.46,0,0.01,29.01111111,110.8897778,62.98888889,1.977777778,14.24,102.69,295,2.5
61.47,0,0.01,28.83333333,77.24522222,63.76666667,1.755555556,14.24,102.69,295,2.5
61.48,0,0.01,28.11111111,70.25388889,66.91111111,4.533333333,14.24,102.69,295,2.5
61.49,0,0.01,27.62222222,51.00077778,68.37777778,4.677777778,14.24,102.69,295,2.5
61.5,0,0.01,27.12222222,27.68477778,69.52222222,3.488888889,14.24,102.69,295,2.5
61.51,0,0.01,26.86666667,17.61783333,70.36666667,2.083333333,14.24,102.69,295,2.5
61.52,0,0.01,26.54444444,11.84433333,71.05555556,3.411111111,14.24,102.69,295,2.5
61.53,0,0.01,26.14444444,5.559,72.02222222,2.255555556,14.24,102.69,295,2.5
61.54,0,0.01,25.7,3.202,73.64444444,1.688888889,14.24,102.69,295,2.5
61.55,0,0.01,25.52222222,3.987666667,74.24444444,0.822222222,14.24,102.69,295,2.5
61.56,0,0.01,25.36666667,3.202,74.35555556,0.777777778,14.24,102.69,295,2.5
61.57,0,0.01,25.2,2.94,74.55555556,0.288888889,14.24,102.69,295,2.5
61.58,0,0.01,24.78888889,2.678222222,76.44444444,0.9,14.24,102.69,295,2.5
61.59,0,0.01,24.72222222,2.809222222,76.75555556,0.6,14.24,102.69,295,2.5
61.6,0,0.01,24.58333333,3.005666667,76.83333333,0.75,14.24,102.69,295,2.5
61.61,0,0.01,24.46666667,3.202,77.2,0.366666667,14.24,102.69,295,2.5
61.62,0,0.01,24.3,3.202,77.61111111,1.722222222,14.24,102.69,295,2.5
61.63,0,0.01,24.6,3.463888889,77.31111111,1.111111111,14.24,102.69,295,2.5
61.64,0,0.01,24.58888889,2.154555556,77.47777778,0.388888889,14.24,102.69,295,2.5
61.65,0,0.01,24.47777778,1.630777778,77.95555556,0.177777778,14.24,102.69,295,2.5
61.66,0,0.01,24.24444444,3.202111111,78.3,0.288888889,14.24,102.69,295,2.5
61.67,0,0.01,24.27777778,3.202,78.46666667,0.2,14.24,102.69,295,2.5
61.68,0,0.01,24.18333333,3.005666667,79.13333333,1.35,14.24,102.69,295,2.5
61.69,0,0.01,24.1,2.285444444,78.88888889,0.5,14.24,102.69,295,2.5
61.7,0,0.01,23.82222222,2.416333333,79.46666667,0.577777778,14.24,102.69,295,2.5
61.71,0,0.01,23.66666667,2.547333333,79.94444444,0.533333333,14.24,102.69,295,2.5
61.72,0,0.01,23.52222222,2.940111111,80.86666667,1.1,14.24,102.69,295,2.5
61.73,0,0.01,23.58888889,3.071,80.7,1.188888889,14.24,102.69,295,2.5
61.74,0,0.01,23.62222222,3.856666667,80.74444444,0.5,14.24,102.69,295,2.5
61.75,0,0.01,23.5,3.202,81.26666667,0.422222222,14.24,102.69,295,2.5
61.76,0,0.01,23.4,3.005666667,81.5,0.816666667,14.24,102.69,295,2.5
61.77,0,0.01,23.31111111,3.332888889,81.64444444,0.644444444,14.24,102.69,295,2.5
61.78,0,0.01,23.31111111,2.547444444,81.53333333,0.1,14.24,102.69,295,2.5
61.79,0,0.01,23.13333333,3.071111111,81.65555556,0.277777778,14.24,102.69,295,2.5
61.8,0,0.01,23.01111111,3.987666667,81.86666667,0.566666667,14.24,102.69,295,2.5
61.81,0,0.01,22.9,2.547333333,81.97777778,1.322222222,14.24,102.69,295,2.5
61.82,0,0.01,22.91111111,2.940111111,82.14444444,0.177777778,14.24,102.69,295,2.5
61.83,0,0.01,22.71111111,2.94,82.36666667,0.966666667,14.24,102.69,295,2.5
61.84,0,0.01,22.64444444,2.809222222,82.55555556,0.822222222,14.24,102.69,295,2.5
61.85,0,0.01,22.5,3.202166667,83.33333333,0.433333333,14.24,102.69,295,2.5
61.86,0,0.01,22.47777778,3.071111111,83.75555556,0.966666667,14.24,102.69,295,2.5
61.87,0,0.01,22.51111111,2.154555556,83.87777778,1.077777778,14.24,102.69,295,2.5
61.88,0,0.01,22.52222222,2.678222222,83.26666667,0.788888889,14.24,102.69,295,2.5
61.89,0,0.01,22.45555556,3.464,83.03333333,1.611111111,14.24,102.69,295,2.5
61.9,0,0.01,22.45555556,3.463888889,83.06666667,0.777777778,14.24,102.69,295,2.5
61.91,0,0.01,22.28888889,3.463777778,83.22222222,1.244444444,14.24,102.69,295,2.5
61.92,0,0.01,22.14444444,3.463888889,83.23333333,1.4,14.24,102.69,295,2.5
61.93,0,0.01,22.1,3.398333333,83.11666667,0.866666667,14.24,102.69,295,2.5
61.94,0,0.01,22.03333333,3.333,83.33333333,0.577777778,14.24,102.69,295,2.5
61.95,0,0.01,21.88888889,2.416444444,83.57777778,1.222222222,14.24,102.69,295,2.5
61.96,0,0.01,21.82222222,3.856777778,83.95555556,0.5,14.24,102.69,295,2.5
61.97,0,0.01,21.72222222,3.202,84.21111111,0.788888889,14.24,102.69,295,2.5
61.98,0,0.01,21.55555556,3.071111111,84.17777778,1.911111111,14.24,102.69,295,2.5
61.99,0,0.01,21.4,3.594666667,84.84444444,3.922222222,14.24,102.69,295,2.5
62,0,0.01,21.34444444,3.332888889,84.78888889,1.211111111,14.24,102.69,295,2.5
62.01,0,0.01,21.35,3.202,84.7,2.6,14.24,102.69,295,2.5
62.02,0,0.01,21.33333333,3.856666667,84.76666667,2.044444444,14.24,102.69,295,2.5
62.03,0,0.01,21.33333333,2.416333333,84.82222222,1.011111111,14.24,102.69,295,2.5
62.04,0,0.01,21.35555556,3.071222222,84.86666667,1.111111111,14.24,102.69,295,2.5
62.05,0,0.01,21.41111111,5.519333333,85.12222222,0.577777778,14.24,102.69,295,2.5
62.06,0,0.01,21.38888889,15.91177778,85.3,0.511111111,14.24,102.69,295,2.5
62.07,0,0.01,21.5,30.84355556,85.3,0.888888889,14.24,102.69,295,2.5
62.08,0,0.01,21.81111111,48.06511111,84.68888889,1.4,14.24,102.69,295,2.5
62.09,0,0.01,22.34444444,87.60266667,83.7,0.755555556,14.24,102.69,295,2.5
62.1,0,0.01,22.98333333,108.1848333,81.8,1.783333333,14.24,102.69,295,2.5
62.11,0,0.01,23.38888889,120.5934444,80.86666667,2.155555556,14.24,102.69,295,2.5
62.12,0,0.01,24.12222222,141.8146667,78.63333333,0.755555556,14.24,102.69,295,2.5
62.13,0,0.01,24.88888889,194.8564444,75.84444444,3.233333333,14.24,102.69,295,2.5
62.14,0,0.01,25.33333333,225.6331111,73.88888889,2.711111111,14.24,102.69,295,2.5
62.15,0,0.01,25.98888889,285.36,71.66666667,2.633333333,14.24,102.69,295,2.5
62.16,0,0.01,26.54444444,344.0791111,70.07777778,2.133333333,14.24,102.69,295,2.5
62.17,0,0.01,27.64444444,432.4035556,67.43333333,2.588888889,14.24,102.69,295,2.5
62.18,0,0.01,28.06666667,456.3826667,66.63333333,3.566666667,14.24,102.69,295,2.5
62.19,0,0.01,28.31111111,480.8223333,65.84444444,5.455555556,14.24,102.69,295,2.5
62.2,0,0.01,28.76666667,507.8014444,64.78888889,3.1,14.24,102.69,295,2.5
62.21,0,0.01,29.08888889,542.8477778,63.55555556,5.155555556,14.24,102.69,295,2.5
62.22,0,0.01,29.66666667,563.8106667,62.52222222,2.5,14.24,102.69,295,2.5
62.23,0,0.01,29.82222222,598.1505556,61.65555556,6.255555556,14.24,102.69,295,2.5
62.24,0,0.01,30.11111111,551.952,60.72222222,3.166666667,14.24,102.69,295,2.5
62.25,0,0.01,30.51111111,607.7711111,58.9,4.966666667,14.24,102.69,295,2.5
62.26,0,0.01,31.1,671.808,57.78333333,7.1,14.24,102.69,295,2.5
62.27,0,0.01,31.04444444,595.2562222,57.66666667,5.255555556,14.24,102.69,295,2.5
62.28,0,0.01,31.08888889,623.7901111,57.37777778,6.155555556,14.24,102.69,295,2.5
62.29,0,0.01,32.06666667,704.0983333,54.96666667,3.188888889,14.24,102.69,295,2.5
62.3,0,0.01,32.03333333,531.1098889,54.43333333,4.322222222,14.24,102.69,295,2.5
62.31,0,0.01,31.6,461.8891111,55.44444444,4.244444444,14.24,102.69,295,2.5
62.32,0,0.01,32.13333333,515.2573333,54.3,3.311111111,14.24,102.69,295,2.5
62.33,0,0.01,32.53333333,615.8057778,52.38888889,5.722222222,14.24,102.69,295,2.5
62.34,0,0.01,32.98888889,643.99,51.43333333,4.1,14.24,102.69,295,2.5
62.35,0,0.01,33.11666667,630.1488333,50.48333333,5.183333333,14.24,102.69,295,2.5
62.36,0,0.01,32.73333333,469.8686667,51.34444444,3.877777778,14.24,102.69,295,2.5
62.37,0,0.01,32.71111111,437.5928889,51.25555556,4.7,14.24,102.69,295,2.5
62.38,0,0.01,33.37777778,545.6408889,49.73333333,4.355555556,14.24,102.69,295,2.5
62.39,0,0.01,33.22222222,449.849,50.34444444,3.777777778,14.24,102.69,295,2.5
62.4,0,0.01,32.74444444,309.1073333,50.94444444,5.466666667,14.24,102.69,295,2.5
62.41,0,0.01,32.95555556,365.8055556,50.86666667,4.266666667,14.24,102.69,295,2.5
62.42,0,0.01,32.72222222,267.9642222,51.22222222,3.677777778,14.24,102.69,295,2.5
62.43,0,0.01,32.9,268.4233333,51.33333333,2.85,14.24,102.69,295,2.5
62.44,0,0.01,32.71111111,231.7126667,51.77777778,3.777777778,14.24,102.69,295,2.5
62.45,0,0.01,32.76666667,222.0381111,51.6,2.466666667,14.24,102.69,295,2.5
62.46,0,0.01,32.86666667,199.9392222,51.38888889,3.366666667,14.24,102.69,295,2.5
62.47,0,0.01,32.88888889,162.0796667,51.56666667,2.844444444,14.24,102.69,295,2.5
62.48,0,0.01,32.45555556,120.7555556,52.47777778,1.933333333,14.24,102.69,295,2.5
62.49,0,0.01,32.26666667,87.48366667,52.31111111,2.2,14.24,102.69,295,2.5
62.5,0,0.01,31.74444444,55.89,54.4,2.6,14.24,102.69,295,2.5
62.51,0,0.01,31.2,34.86116667,56.01666667,1.716666667,14.24,102.69,295,2.5
62.52,0,0.01,30.57777778,17.45122222,58.37777778,0.466666667,14.24,102.69,295,2.5
62.53,0,0.01,29.23333333,5.689888889,62.38888889,0.711111111,14.24,102.69,295,2.5
62.54,0,0.01,28.54444444,4.249555556,64.57777778,0.388888889,14.24,102.69,295,2.5
62.55,0,0.01,27.86666667,2.809111111,68.37777778,0.066666667,14.24,102.69,295,2.5
62.56,0,0.01,27.23333333,2.940111111,70.42222222,0.144444444,14.24,102.69,295,2.5
62.57,0,0.01,26.72222222,3.202,73.54444444,0.644444444,14.24,102.69,295,2.5
62.58,0,0.01,26.37777778,3.594888889,74.7,0.911111111,14.24,102.69,295,2.5
62.59,0,0.01,26.12222222,3.332888889,76.25555556,1.111111111,14.24,102.69,295,2.5
62.6,0,0.01,25.85,2.809333333,76.91666667,0.7,14.24,102.69,295,2.5
62.61,0,0.01,25.34444444,3.071,78.21111111,1.155555556,14.24,102.69,295,2.5
62.62,0,0.01,25.13333333,3.071111111,78.76666667,0.255555556,14.24,102.69,295,2.5
62.63,0,0.01,24.98888889,3.594777778,79.41111111,0.322222222,14.24,102.69,295,2.5
62.64,0,0.01,24.84444444,4.380555556,79.7,0.066666667,14.24,102.69,295,2.5
62.65,0,0.01,24.36666667,3.856666667,81.44444444,0.211111111,14.24,102.69,295,2.5
62.66,0,0.01,24.34444444,2.940111111,81.35555556,0.177777778,14.24,102.69,295,2.5
62.67,0,0.01,24.27777778,2.416222222,81.44444444,0,14.24,102.69,295,2.5
62.68,0,0.01,23.88333333,3.398333333,82.9,0,14.24,102.69,295,2.5
62.69,0,0.01,23.73333333,3.725777778,83.14444444,0,14.24,102.69,295,2.5
62.7,0,0.01,23.48888889,3.071111111,83.63333333,0.066666667,14.24,102.69,295,2.5
62.71,0,0.01,23.45555556,2.809222222,83.08888889,0.288888889,14.24,102.69,295,2.5
62.72,0,0.01,23.58888889,3.856777778,83.07777778,0.322222222,14.24,102.69,295,2.5
62.73,0,0.01,23.56666667,3.987666667,82.85555556,0,14.24,102.69,295,2.5
62.74,0,0.01,23.22222222,3.071,83.56666667,0.466666667,14.24,102.69,295,2.5
62.75,0,0.01,23.17777778,2.678333333,84.57777778,0.144444444,14.24,102.69,295,2.5
62.76,0,0.01,23.13333333,2.22,84.83333333,0.166666667,14.24,102.69,295,2.5
62.77,0,0.01,22.98888889,3.202,85.1,0.577777778,14.24,102.69,295,2.5
62.78,0,0.01,22.94444444,3.332888889,85.15555556,0.466666667,14.24,102.69,295,2.5
62.79,0,0.01,22.9,3.463888889,85.32222222,0.066666667,14.24,102.69,295,2.5
62.8,0,0.01,22.84444444,3.594777778,85.44444444,0.288888889,14.24,102.69,295,2.5
62.81,0,0.01,22.84444444,2.547333333,85.51111111,0,14.24,102.69,295,2.5
62.82,0,0.01,22.675,2.571125,85.2375,0,14.24,102.69,295,2.5
62.83,0,0.01,21.98333333,1.856833333,84.91666667,0,14.24,102.69,295,2.5
62.84,0,0.01,21.9,1.6605,84.96666667,0,14.24,102.69,295,2.5
62.85,0,0.01,21.875,1.857,85,0.15,14.24,102.69,295,2.5
62.86,0,0.01,21.86666667,2.053333333,85.25,0,14.24,102.69,295,2.5
62.87,0,0.01,21.71666667,1.6605,85.58333333,0.1,14.24,102.69,295,2.5
62.88,0,0.01,21.85,2.249666667,85.21666667,0,14.24,102.69,295,2.5
62.89,0,0.01,21.83333333,2.446,84.98333333,0,14.24,102.69,295,2.5
62.9,0,0.01,21.76666667,1.464,85.13333333,0,14.24,102.69,295,2.5
62.91,0,0.01,21.68333333,1.856833333,85.56666667,1.016666667,14.24,102.69,295,2.5
62.92,0,0.01,21.71666667,1.464,85.21666667,1.283333333,14.24,102.69,295,2.5
62.93,0,0.01,21.575,3.03525,85.5,1.2,14.24,102.69,295,2.5
62.94,0,0.01,21.48333333,2.053333333,85.9,1.883333333,14.24,102.69,295,2.5
62.95,0,0.01,21.33333333,2.446,86.11666667,2.05,14.24,102.69,295,2.5
62.96,0,0.01,21.16666667,1.071166667,86.35,1.4,14.24,102.69,295,2.5
62.97,0,0.01,21.3,2.446166667,86.53333333,1.033333333,14.24,102.69,295,2.5
62.98,0,0.01,21.7,1.267666667,85.46666667,0.433333333,14.24,102.69,295,2.5
62.99,0,0.01,21.75,2.446166667,84.43333333,0.85,14.24,102.69,295,2.5
